Y: 03 70 23 29 DA 81 51 98 D1 28 2F 81 C5 05 AC 92 EF 18 AC 6A 0F 8A F1 A3 A6 6A CC 8B 7D 66 15 41 
v: C9 51 89 30 9A 97 02 34 43 14 12 55 F3 41 E1 23 45 3B 91 1F AA FB 29 11 70 26 50 9A 2A B0 AE 80 
h: 23 4D 8D 06 1B 3B 76 09 9B BD 64 89 54 0C 8C 0F D2 A6 FF E5 89 92 3D 4A 3C 82 B2 89 C4 DE 01 12 
P: CE 9A 99 AD FD 95 4A AA F6 B0 0E 88 47 BB F2 06 6A E7 AC C7 61 74 C1 0E FB 0A E9 AD BD 73 C6 DC 
Y: C5 FC 3E 91 EF 85 30 49 77 C7 C6 8A 41 75 BB 99 F6 96 A8 3D 0D 5E 19 44 29 B2 72 A7 6B 6D F9 00 
v: CF 37 71 3D 30 7E 51 B6 AE E8 57 2A EA 5F 7D CB 44 31 32 F3 6C E3 6B 6B 89 52 00 77 8D CE 0F DC 
h: AF 90 FA A1 D5 DC 53 3C 40 44 EC 4F B2 F3 2A 0C 5B 1C 95 5A 57 B4 6B F4 26 7E DF F1 44 E8 9D CC 
P: FA 6D 04 3C C3 60 65 20 D0 88 DD 30 E5 8E DE 92 EE D8 1E 9A C2 A8 34 CE F7 CE 99 8E 02 72 37 B4 
Y: AE 73 50 18 62 C4 8A 07 1E 2A 3D 99 24 55 D1 5B B5 65 F0 B8 CF 8E 74 B5 AA 91 C7 9D CB 88 A0 4A 
v: C3 F0 0B 98 05 01 0C 95 A2 F1 B4 C0 21 EF AC 70 00 74 35 7A C1 99 8C 50 84 BA 38 8F 7D 43 B9 35 
h: 1F 9F 15 F4 5A 4F E5 9F A2 50 F6 BE D3 4D E4 CA D8 2B 69 04 5E 72 23 DD 38 93 80 DF 7E 19 35 75 
P: A5 80 EB 9D B4 9A B3 4D DD BE B6 7B C1 86 C8 A7 82 D4 27 38 14 FA 3F A2 E5 C0 71 E4 63 A4 B9 A0 
Y: 65 C7 79 EA 7D D1 84 6E 1C 19 E8 4B AC 65 F1 17 D1 E3 8B E4 32 D8 4D 26 F1 25 1E 34 1D FE 29 4F 
v: F5 4A 52 4B B9 E1 FC 0C 06 DD 28 C9 81 8E 3D 3F 4D 4C C8 C7 55 6F 4B C9 3D 89 88 28 9F E6 9D 6B 
h: 2E 9E 07 6E 45 95 A5 A1 F2 A3 40 0D FF 38 DA E0 4C 00 E0 EA 06 F2 45 00 5A 68 FD A7 36 E3 69 EB 
P: 75 51 9B 2D E6 2A 31 47 1C C5 D0 E8 FB 4F 1D 76 D5 80 14 3F FE BD 6D 64 37 F9 87 E6 42 9C B6 4E 
Y: 55 07 14 44 40 08 53 60 A1 49 93 9B 8D E2 3C 2B 7D 3F CA 40 48 55 DA 73 38 E6 12 49 8C BA 08 73 
v: 75 CF 75 21 5F 7F 92 E2 22 9B C3 73 89 F9 BE 04 04 26 DB E4 8A 35 A3 93 34 6E 66 E6 70 61 9F D7 
h: DA 82 9D 1D 26 09 B6 97 46 AA 51 A0 8F 6E 58 5A 39 C4 D8 81 EC BB 53 11 96 99 AB 8E 83 6E 9E 5C 
P: D5 52 0D 65 E5 DA 2F B2 ED B0 57 F1 4A 01 DC 37 96 70 D3 96 D7 5F F5 3A 04 86 15 0D D0 D9 EE 53 
Y: 11 CF 46 A0 AD 85 E4 C1 42 4D 4C 38 4D DA B9 6D 16 63 18 A0 B3 82 99 E5 2A 1B 2D D8 E2 EB 0D 53 
v: 9B 2F AE 5C FC 75 B7 93 23 48 2E 52 C9 73 97 E8 82 55 68 A3 F5 55 5D BF 0B 9F EE 45 C1 D2 CD 16 
h: E6 AE 45 6A FD 6C 5B 46 16 14 A5 88 70 9E BA 2D 28 97 F7 E5 61 43 7B EB 9B 69 BB 72 53 30 35 9B 
P: 72 B8 EB 02 2F D6 96 63 97 84 03 6C 77 66 9C CC F9 47 78 22 2D 58 43 26 89 CC B6 A6 97 4F E9 5B 
Y: 35 D4 D0 F4 1D 12 02 A9 39 40 6E 1B C7 63 63 A7 90 4A 2B 81 24 5E 3C DB C9 2E 66 3B 3B 81 D0 6F 
v: 81 42 D9 0C 0D 8E B2 3C 9C 25 31 C6 69 04 38 DB 26 6D 26 BF DE 39 D1 A4 0B E9 5E 0E 34 42 F4 87 
h: 58 1E A2 A0 C4 49 1C 94 C0 7F 67 86 A6 9A 9C 1B 26 13 3D B2 EB BD 0D B7 3F 83 94 65 E3 4C E8 DB 
P: C0 D4 2B E6 B8 79 9D C2 C2 88 0F B7 E1 1B 49 54 36 72 2E 30 41 74 61 0C A4 FA 0E 4E F2 B5 83 B8 
Y: F7 AE B8 A7 36 97 84 87 9D A9 74 4D F5 66 6F 20 9A CD 6E 96 C2 71 94 7C 62 BE 95 5F 54 86 3D 69 
v: 85 92 F3 41 FF FB 9B D6 02 A4 AC 7A A2 81 AE 98 D4 22 0C C6 C2 01 3E F7 9E D2 26 E6 C2 E3 8F 23 
h: FA 24 75 47 E4 9E CE 16 07 33 F7 2D C4 52 52 E2 44 62 11 90 C1 4A 88 05 F6 CA 38 3E 49 CB 15 61 
P: 74 06 C5 ED 66 73 0F 55 FB B5 88 AF F8 79 4B 30 0B 67 81 88 87 6D 2D 3B 58 88 23 11 91 AE 41 BC 
Y: 0D 8C 55 A0 33 FE 81 E7 69 49 62 D0 E6 56 E5 BA 67 41 61 71 3D E9 F1 89 06 6C 19 34 18 CA 2E 6B 
v: CB 7A AF 53 B6 EF 35 A9 2D 7C BB B7 41 6C 13 A0 76 C5 4B 7F D2 8C 6C DB D4 CC A1 72 37 2B 90 E8 
h: DC BB EE F8 BD E1 22 7F 8E E4 9F 1D 76 9F E5 97 14 E4 28 27 51 6A 9F F4 5E 40 83 FC ED 98 1E 1D 
P: 09 36 4A B2 93 31 68 5E 35 2E 29 E0 C4 50 27 28 38 80 20 C9 29 D1 8B D1 4E C9 05 62 F8 B7 38 AD 
Y: 1C E5 AC 5C A2 85 A9 8C C8 50 5B 29 26 36 C7 EE 2B 27 59 23 48 1A 75 5C AC E9 E7 DA 77 B1 6F 29 
v: B7 D4 B0 C6 09 74 36 75 DB D8 F3 CC 29 9B 91 3E 78 42 AC 9B 73 D0 87 0A E1 74 D1 36 B2 AF 7D 6A 
h: CE 5E A0 93 20 4D 7A BB 60 95 47 A8 FA DD 17 23 31 63 E8 6E BB C5 FA 2F B6 EF 58 25 09 5D 36 8E 
P: 3D E3 6B CF 90 A2 53 76 44 C6 36 CC 5E 73 C4 FB 00 5F 84 5B 83 37 05 EF 51 8E A0 C6 FE F0 B6 40 
Y: 3D 88 E5 27 0D BB A4 5F C0 46 6F 7D BA 42 31 85 D5 24 EB 93 65 5B CE 99 70 50 11 4D 4D B6 A0 61 
v: 74 35 33 00 42 9E 50 FF 2E 90 FD 4E D0 B6 05 C2 4A BB 65 66 BE 7F 59 20 9B E5 AD CB 28 DF E5 16 
h: E9 79 9D 06 D6 80 16 F6 69 7A 02 E3 A1 5B 25 29 B5 DA 2E 97 55 46 8F 68 60 F3 21 2F 2F 1C 42 07 
P: 94 C2 A8 AB 1E 44 62 6E 62 9F 1A CD 73 13 E4 72 AD E1 1B D4 A5 CB 7B F0 D0 D6 BF B3 51 AC 02 69 
Y: D5 E8 6D 98 4F 82 52 97 3E 03 27 DE 82 3C 70 07 24 51 A7 AF 4D 56 7C 45 7E 62 77 9D 74 BC 08 7C 
v: 72 BB 20 F9 A1 0D 8B 3F 2B 6D F3 7F BF 84 73 14 E0 AA E7 F1 FF 02 59 43 FE 18 E2 0A E0 81 29 89 
h: 05 67 8E C4 19 71 F0 55 FB F5 C3 A5 50 91 48 5B C2 CB AA CA 27 7D C5 8F 64 85 20 9C C1 AB A3 42 
P: D2 EA B2 3C F5 82 FE C9 AC D0 A7 A3 C6 EC 7F F6 0A A9 E6 DA D6 22 E7 5F 5D 92 A8 0D EE D3 D0 CF 
Y: C2 4E 2C 93 D8 69 37 B8 71 ED 58 30 B2 A7 BC 44 D9 14 7C 45 79 4D 70 A3 A5 3B 34 A7 C2 4D D4 01 
v: E2 6B DF 79 D8 BA B1 8B 3C 89 45 EC 15 03 CF 66 33 9B 2E D8 38 BF 3A 5C AA 59 0A 5B F5 0D 0C BD 
h: 41 FB BB 09 18 A6 C4 A4 4C A1 A2 C9 03 2F 3B DC FC 22 21 F1 6F 5A DA D3 EE 20 7C 7E 78 F5 0F 7D 
P: 83 92 4F 2F 40 6A F1 6E A4 20 47 A0 AD 40 11 F6 E8 2D A3 EA 0E 64 44 94 32 72 D6 6E AB 1C 50 A1 
Y: 80 88 CC F4 C3 7E 8F 5C E6 48 D2 C4 43 12 D4 09 20 83 75 8A 80 DE 43 BA 8E C8 D8 D1 59 6B 33 23 
v: 3A 20 5B 18 8E 17 F1 9E AD B5 12 10 02 54 D7 2E BF 6A 8F 1A 9E AD ED 11 61 C4 CA 7A D9 CA A1 21 
h: 81 A4 59 99 76 CB 22 B0 F5 65 65 C1 46 F7 32 7B 0B AE 4B 54 1C 35 28 02 CD B3 16 D8 E0 0A CE 6F 
P: 74 5D B7 19 1D A3 04 10 AF CE 7D 1F 91 A1 FD C7 9C 66 F6 37 79 BF 28 4E A8 CA B5 93 B0 09 E7 4C 
Y: DA F3 94 90 F6 F8 61 85 DC EB 2F B3 F3 6B 5D 3A 52 B2 1B 99 E6 90 1E A5 2F BF E5 94 BB 32 D0 1A 
v: B5 03 12 3A DE 7D E8 63 30 F5 2E BB 4E 79 01 91 05 22 1E F9 19 43 35 B6 8C D9 53 EE CF C4 7A 77 
h: E9 16 94 66 C9 8F 8E 66 73 A7 4F 93 BC 6A 18 BF 1C 21 35 9E 55 22 46 93 F4 DF 81 96 D8 08 FD 52 
P: 39 3A BD F7 1F C4 8F 26 96 6C 85 0A 70 8E A7 59 7E FC 32 EE F9 35 A4 E4 C0 84 6F 20 F7 BF 02 9A 
Y: EA BB BD 20 FD BE E5 40 78 81 89 B0 ED 4F 83 4D A8 FC 4A 99 F9 F8 01 0A 26 1B B3 05 C2 FC A3 07 
v: D2 A0 29 BC D7 EF C1 E1 5B 05 4D E4 D1 DF B0 5C 08 59 16 BE C6 A7 4D 3E B5 1E 2B 91 6F 90 28 06 
h: 65 8A 2A C6 1D D4 FF 54 A8 7C 62 3D 9B 43 F5 31 5F AC 38 14 F1 9C 2B 3C FB 4C AA D1 14 CB BE 99 
P: A7 CF 41 20 CD F0 FE 1A 07 C8 EA 15 5D DE E0 E0 69 11 A6 A3 A2 B0 62 D5 9D 1F 1D 64 D1 A9 94 E0 
Y: AC 5E D6 14 3B FA A4 83 D0 4B 8B 9D 4F D4 9E E3 0A BF DB E4 45 B4 14 D4 10 EA 49 A7 69 BF ED 3F 
v: D2 7E D2 9B FC 26 1D A0 27 F8 00 AE FB BA 3B 06 D2 2C EB 75 76 3E 48 4A 0D D0 4D C4 24 DE 7C 0E 
h: 23 88 98 45 70 2B 50 44 59 F9 88 A7 2C C1 D8 09 89 21 0B 36 FE 7C C6 6E 9D 09 0F 72 9D 6F 65 5B 
P: 5A 7A B9 2B 23 C9 A0 7F 14 E4 69 9A FC FB BC D5 40 95 8F 73 3E 68 39 C2 06 C2 FA C2 63 EA 1C 5E 
Y: 8C 50 4E 9C D6 11 77 34 42 26 B0 BD A4 84 6F ED 01 7A FB 4D 8F E5 E8 08 D7 5B 8C 11 5D 01 9A 12 
v: 3D 4F 80 09 C4 F3 DB 40 71 DD 91 8A 4C 30 79 87 EF C4 E4 60 2F 7C 0E 1D E5 A1 03 3F AE DD 1E 70 
h: 15 48 16 1D 35 AA 63 49 AF 87 65 79 4D C3 AF 31 51 A9 73 04 3D 3F B1 BB 39 FD 9A 79 4E AA 01 56 
P: 2E DA CA E3 0E A9 49 FC B0 02 7D 1E 09 F1 00 C9 65 2B 2C 90 C9 9C 8E 15 E7 5B 6D 0F 22 A1 5F 81 
Y: CA 17 F0 D3 BC 3F 89 D6 B5 43 9B C3 E2 C7 BB 3F 7E AF EE 65 17 7C 4C 4A 7F D9 D3 4F 38 97 6F 26 
v: 5C AB BC B9 19 ED 1D F2 7B 7C D0 AD DA 52 D7 C4 EE 68 71 97 A8 0F 39 3E 36 92 F7 AE A2 71 55 42 
h: 71 9E F5 61 D4 05 1B A6 B8 51 B6 73 F1 B5 CE D1 F4 08 9A 27 A2 9C F7 85 53 69 76 D8 57 E8 EF 27 
P: C8 EF 4B 4C F2 37 9A BC 37 BE 54 F9 D0 41 AF 30 41 A0 76 5B F4 9C 49 AE CE D7 F2 4F 5D FD 22 A0 
Y: D6 9E 10 19 66 76 65 ED 75 32 31 BD 40 A6 8E EA D6 58 E7 29 0E F0 F3 F3 E6 68 B4 A8 88 18 15 7E 
v: BD 61 9A 06 DA 6F F9 B5 69 1D 69 56 D0 EE 36 02 E5 25 90 DE CE 58 29 4E 1C CA 6C 12 E7 32 24 A1 
h: 33 79 21 A7 26 04 5D 5C E5 BA 86 4F 9C 4C 2B CD B3 77 10 F9 D6 71 17 F1 13 7B 66 FD BB 43 42 C7 
P: 0C CA 23 26 26 48 F7 DD E5 32 2F E2 B4 98 6D 01 C1 EE 86 29 A4 1D 39 13 70 5C 52 3E B2 21 94 DB 
Y: 5D 38 C2 67 1A 49 3E 95 4B 18 E3 18 E1 91 9E A6 05 EA 98 AF 2C 38 CA EB 9B 08 31 DD 31 EE 6D 14 
v: B4 53 0F 8D 5B EE BF 50 C6 62 66 EA EC 24 0B 18 EC 03 FB 05 44 30 13 5C 54 8F A5 0D 3A 44 19 29 
h: 97 ED C5 99 FC 3A C5 4F 8C E9 A3 9F EA 0D 84 35 52 04 FF 19 B7 F6 AB 60 C3 EC 90 2F D4 46 25 5F 
P: A7 C3 D6 F4 74 06 81 7D 5B 38 44 C1 AB 41 C2 E0 D6 D5 B4 BB 71 E1 1D C5 24 9E A2 32 96 D7 30 01 
Y: 1B F4 A1 69 8B 0F B8 9A 82 FC C0 BE BB E4 89 78 E0 9C F4 B6 44 93 FC 85 B0 15 52 E6 60 F2 FA 6A 
v: D7 E2 BA 61 E1 8F DB F9 FF 32 DB 6C FE D5 7A 76 9F CB F6 5D DC FE E4 CC C4 45 D2 6A A9 F5 69 8D 
h: A2 D5 66 60 97 1F C6 45 65 60 0A C3 07 AF F3 7D 99 8A 16 BA D4 45 71 48 53 B7 B9 35 CC 7F 9D 94 
P: 84 50 C3 8F 9B 79 97 A1 20 AB BC B1 BE 75 67 E9 F2 FD E3 47 2A B0 C7 55 65 40 FC 2A CF 12 54 F7 
Y: A3 A0 90 09 28 A7 F7 24 25 42 4B 7B 03 29 7F F9 12 13 04 4D 1C 04 DE D6 DF CF 73 79 2F 9C 57 2A 
v: 80 EE DE C0 29 20 94 AE E5 B1 E9 74 6E DE 81 99 9E 5B EE DE 22 25 3C 99 F2 80 1E 7A 19 38 3C 5D 
h: 99 FD EA 12 2F 66 4C FF 0F A8 42 A1 36 3F AE 30 D4 38 31 08 F4 33 8E 6A D6 D3 50 DD 23 E4 3B C5 
P: 58 5B 55 A0 CF 51 BA 4D 1B C6 6A D6 8B 76 32 60 90 AE 9F 7B 4E 9E F2 F1 52 47 EE 36 FB 44 C3 BD 
Y: 14 2A FF 13 11 A1 97 C6 6F 47 D5 DA 77 2B 15 03 3F 54 C1 B1 0A 36 50 96 E8 27 DA 7E 0C 99 32 0F 
v: 4C 61 91 3D E1 4E 49 41 2D 4A 9D 88 B4 21 50 5E 0F 8E 3F 81 D0 B2 D3 57 89 25 B2 25 C2 E0 3A 6E 
h: 86 E1 61 8A 6E B1 31 0A 8A 08 E3 AB 4D 23 E6 21 55 A5 C6 71 8F 77 52 F9 04 0D E6 99 2E 04 A7 1B 
P: 19 33 B6 1E 36 08 D2 9A 1C 8C 39 6D C5 79 4C 55 AA 13 EC 5E 92 A4 D2 0A 2E 99 0A BC 09 81 DA 3B 
Y: E4 F0 3D E7 B2 0F A6 16 DB 64 B4 2A 81 A6 CD BC 50 C1 79 95 FD 23 DD 3C CC 60 42 28 6B AF 91 46 
v: A0 4E 6C EC 2B 3F F0 F2 F1 C6 4D 90 DF 65 64 AF 18 AE DF FF 58 6E 1B 31 D9 9A BC 43 B0 BC D2 7B 
h: B8 FA 89 07 F4 91 0C C4 BC 52 AC 7A 35 E1 16 87 EF 73 99 5A 51 20 D7 60 B8 E0 D8 B3 94 0E 17 57 
P: 81 08 BF E6 6B 4E 30 B1 53 41 89 6F B0 64 BB 02 42 13 F3 46 60 87 7B C3 E3 8F 20 CF BC 6E 35 FF 
Y: F6 3C 69 01 AB 20 21 A9 9D CF DA 7E 33 C5 0E 19 50 42 D9 58 DB 7C 4C EF 66 D6 01 35 F6 D2 E6 0D 
v: 21 A0 42 D6 1F 67 E2 8F 2F 7D 81 01 11 FF 20 3A 68 7D BD D4 60 2C E5 77 56 0C E0 FE 42 74 B6 5B 
h: 41 9D 5D C7 D3 D5 2B 5B EF B9 F7 49 6C BB 33 FF 7B 8B 44 D2 9B 5E 2F C4 71 71 5A 53 D1 A3 22 DC 
P: 8E FB 33 DF FD CD D5 FC D5 F4 EE 07 A8 57 78 C6 DC B2 F2 2C 54 0E 93 B5 79 9A FB 3B 2E 0E F3 AE 
Y: 00 93 CB 18 F5 EE 06 C1 31 24 5D 6A C5 60 62 62 D3 4E DF E9 34 82 A0 51 AD B4 69 53 EA 04 9B 34 
v: 39 53 9F 27 48 BF 4B AC 47 85 84 62 00 4B D8 55 AD C9 06 AA 3F 77 56 3A 16 BB 92 13 AC 3E 87 B1 
h: 78 65 2C 8D 12 28 CB 65 4F BD 6B AD 84 1C 78 75 55 DB 8D 81 04 9B 17 79 D3 87 17 23 B6 79 7A 16 
P: 03 B9 8D E5 EF 37 CB E7 1C 1A 0D 38 99 09 92 DB 00 0D 13 BA BF 8B FB 87 A2 EE BB CB 49 4B F2 50 
Y: 4F 6C 29 D0 09 B0 C8 FA C1 B5 11 C6 A6 91 12 F4 74 0A 97 3D E7 19 E9 F7 29 CB 61 BA 84 DF E6 11 
v: 97 46 15 12 24 42 C6 B7 7F 04 2B E2 75 FC 8E F1 1D 92 B7 BF 83 86 8C AD 55 5F 4C 1F 77 65 C0 4C 
h: 76 35 07 72 2D 00 CF EA 6F 21 2E EB A4 D2 D7 DD DE B0 A4 95 D2 DD 50 04 26 A4 20 4C E5 CE 71 5C 
P: E5 A7 D7 C0 37 A4 9B D1 85 32 7B 33 86 F3 18 73 BB D6 09 2D 27 B4 64 B1 30 4A 1F E8 4D 61 A5 8F 
Y: 19 B6 7F 55 DD 6B ED 5A A9 6C 73 42 92 4B 5C 79 A9 94 B1 69 4A 6D C9 1C 0B 0C 30 26 18 FE BE 44 
v: AD 97 A5 2C A6 BB F0 32 81 86 74 F1 CE 36 F2 42 EF BC 18 E1 6C 86 A0 DD F3 99 95 54 FD 97 43 55 
h: 9C C2 84 E9 91 E1 95 72 C3 F9 08 AE 04 1B 4D 17 FA 9C B1 D3 84 86 16 48 D4 1F E6 2A 57 AE 71 66 
P: 01 A7 68 C6 41 41 3E DE D2 86 F2 36 04 4C D3 82 1D 75 B1 EA C2 C5 F0 97 9A C4 4F E0 4F 0E 5A F8 
Y: 26 47 6D C5 AD 43 F4 14 24 88 5D 0B A2 EA 5F EA 3A B5 5E 8F A1 35 E5 CB 76 DA 90 29 D9 AB 2F 7B 
v: 32 90 C2 50 B6 E8 0E 5D D9 66 06 17 7E 79 3F 0E E1 5C 14 7A 70 2F FA 8A F2 75 4F 95 F0 0E 24 1C 
h: 09 B3 24 E4 22 EB AC E9 25 C2 38 0F 74 7D 82 C5 90 E9 5D 3B 4A 53 5C BD ED 5E 5E 53 D7 02 B5 05 
P: 63 5A 7C 9B 6B 53 FD 91 A8 F0 35 FD BE D2 F6 8C BA A2 F9 0E 00 00 5C 0E 7D B0 0E D2 B6 96 14 AB 
Y: 44 57 88 6C 54 0B F3 ED CE A9 B2 8F 1A 2F B1 C4 5C 06 A0 6C 4D B2 8D 61 63 80 CA 42 15 AE 18 0B 
v: A0 23 B5 79 AD E6 00 33 79 4A B3 96 89 5B 1C B4 B2 86 85 28 B7 AD 1E 95 FB F9 C8 3A D3 7F 8E CF 
h: 26 4B D7 47 B6 B6 75 CA 52 88 D9 62 D4 77 96 B0 0F 9F 38 B3 89 B8 C2 AF A4 11 AC 48 86 7A EB 16 
P: DE 08 F3 96 89 84 28 03 11 B4 6A 65 F1 6B 66 C9 2B A5 D7 AF 00 6B 54 F6 17 8D 51 90 BE 98 5B 2E 
Y: 96 0F A3 74 C1 66 DE C7 A7 F9 05 6E 69 AC 6F 83 E1 3D 61 B1 E2 7F 12 EB 8C 4D 4C E9 BD 71 74 0B 
v: B5 FC 6A 0C DC F2 1F 94 37 A9 85 01 0A 17 9C BF A7 B6 E9 C9 9F D8 69 C2 D9 C9 78 B1 7D E0 EB 71 
h: 1D AB 6F 9F 99 88 0B 26 6C 25 29 B4 9A F9 F6 2E E5 19 1F 26 59 88 6F 8B D1 85 DA B2 57 3A A1 B6 
P: 89 09 BE B6 60 83 A0 B5 F9 68 D8 68 F0 8B 31 76 8D 12 1C B8 18 EF EF 8E CC 07 A7 CE F7 AF 92 0A 
Y: 5D 9A 16 18 6D 18 AD 69 48 E7 6A 3D AA 7A E6 A0 B2 B0 BC FD 8A D1 2F D4 E0 27 29 97 7C CC 98 24 
v: F4 1A F3 25 04 7A CE D4 4C 67 03 55 B0 E4 F0 73 09 C6 19 82 37 BA 5F 1B FA D7 70 84 9B FA 9C 4D 
h: 5B 9C 06 E2 0A CF F5 BF 78 87 14 79 51 AF 92 4A 08 30 0F 3D 09 EA 38 5B 6F 08 86 DB 93 61 89 7E 
P: 3E C1 BE E4 2D F3 89 F7 B2 F4 45 20 9F 72 53 AA FF 26 54 4C 50 BC 6E AD A3 0D FA 5E C5 E8 C1 79 
Y: E5 A0 93 7F B0 41 3F F9 DD BC DE E4 73 63 E2 81 66 F0 A4 FC 30 F1 51 83 05 E8 D4 40 00 45 B3 16 
v: 23 00 2F 1F DC 77 C9 F1 D5 7E A0 FA 3A 27 87 D6 A3 70 F0 8B C6 66 84 6F F2 26 E2 82 2C CF EC AF 
h: 13 EF 93 8B BA F1 75 83 DF 0A C6 B6 16 1E DE B7 70 E6 08 7D 97 A1 D0 9C 1D 57 86 D0 55 5D 09 0C 
P: 1C 30 1E 67 1E AB B5 D1 72 93 69 53 FA 36 F0 D2 25 AA 1C 90 E5 01 B8 CD C8 EC 88 6D E0 03 E8 D9 
Y: 8A F8 F2 55 7A C3 88 2F 9E 9F 1A BF E0 28 CA F5 6B 38 06 80 53 A8 79 4A B5 41 46 11 D2 9A 44 75 
v: CD 6D 7E 5C 91 26 89 FA 54 B9 96 BA 01 67 88 E7 46 6A 04 D1 43 24 E8 F0 FA 9A 46 50 05 CA 17 FF 
h: BC 67 44 F0 52 71 7E 24 EF E3 2A 9B 1B 8F 6A 52 99 B6 E5 04 3B A7 DD 8F 9F 21 F1 B9 0C 0C A3 41 
P: 04 0F 63 D0 D5 45 8C 51 D1 F1 21 DF 8D A2 8D 08 A9 64 8C 5E C8 F5 3E 8F 09 86 26 5D D4 89 35 A9 
Y: 6D AD BC A2 72 1D D2 06 18 9C 23 45 BB 90 15 20 92 24 64 A9 2B D8 0D 52 7D B7 B6 C3 AE 3F 4A 08 
v: BF B2 6B C0 3F FE 3E 24 2D 79 98 8F 6D 1D 04 28 46 04 DC 49 DC E1 D5 22 6B DB 06 EE 4D C5 85 40 
h: 91 3C 52 BC EC 56 A1 C1 59 98 A5 71 27 CB 0C A8 03 64 4B 73 DC 0E 32 1C 5D 9B 0A B7 FE B0 1B 9E 
P: 1D 7D CC 93 EA 00 8B 1D 4E 56 6E 29 FB DC 05 A7 B7 25 9C 1C 1F 2C 3E D2 5B 8E 1B 34 7F AE CE A4 
Y: 6C 50 07 59 24 10 73 BE EF D2 37 F0 11 D3 F4 EC 92 93 3E 5D 26 46 07 81 0E 95 66 1D C5 FA 4B 21 
v: 8D 88 9E B0 7B 04 3F 4A 2B 93 14 3B 7C 50 3C 32 FD 62 40 04 72 FF 51 9F 46 44 B2 A3 00 DD 94 DD 
h: 0E 23 66 F2 97 F3 83 D7 B3 88 63 D3 12 A6 D1 28 B4 61 20 A1 96 3F 8B 5A E1 1C FA F3 C1 B7 7D A5 
P: 51 3D B7 8A 68 EC 9F E8 CA DA 5B DC 79 E7 31 08 7F 58 B2 38 C1 3E 77 40 55 E0 3D 70 98 04 F2 2B 
Y: C5 A6 EE D5 B5 81 16 BE B1 D7 E5 E5 72 EA 1B 0E F6 4E E2 43 5A 1C 01 A5 58 55 D2 01 D9 6E BD 21 
v: 0C 81 9B 8C CB 6B E2 6B FB 37 01 84 40 FE D3 05 45 43 96 61 19 65 57 76 AD E7 1E 19 6E 12 93 E6 
h: 77 ED C6 72 D6 EF A5 C9 F5 89 0B 06 4B 5A 3E D7 B2 C7 27 D9 3C 7B 8A B2 5B D5 58 A0 C2 47 53 B1 
P: D0 83 13 38 4C 6A F3 73 09 B6 5D 3B 52 E8 89 EE B5 29 B8 2E BB C4 E4 9B B1 DD 13 97 24 01 A2 4A 
